Name;Vorname;Geschlecht;Geburtsdatum;Übung;Kategorie;Datum;Ergebnis;Punkte
Bauer;Sophie;f;01.01.2008;Radfahren, 10-11;Ausdauer;21.10.2025;Bronze;63.27
Werner;Clara;f;01.01.2011;Werfen, 10-11;Kraft;27.04.2025;Bronze;13.15
Schneider;Lilly;f;01.01.2012;Weitsprung, 10-11;Koordination;14.02.2025;Bronze;2.31
Neumann;Tim;m;01.01.2008;Schwimmen, 10-11;Schnelligkeit;20.03.2025;Bronze;0.46
Schäfer;Luis;m;01.01.2009;Standweitsprung, 10-11;Kraft;28.04.2025;Bronze;1.3
Meier;Jonas;m;01.01.2010;Schwimmen, 10-11;Schnelligkeit;11.04.2025;Bronze;0.57
Schulz;Marie;f;01.01.2012;Schleuderball, 12-13;Koordination;07.01.2025;Bronze;24.8
Hoffmann;Paul;m;01.01.2008;Schwimmen, 10-11;Ausdauer;24.03.2025;Bronze;9.09
Wolf;Max;m;01.01.2009;Radfahren, 10-11;Ausdauer;07.02.2025;Bronze;45.42
Klein;Alex;m;01.01.2011;Werfen, 10-11;Kraft;02.02.2025;Bronze;24.25
Schäfer;Luis;m;01.01.2009;Radfahren, 10-11;Ausdauer;27.03.2025;Bronze;48.77
Fischer;Emily;f;01.01.2010;Laufen, 10-11;Schnelligkeit;25.03.2025;Bronze;0.1
Neumann;Tim;m;01.01.2008;Laufen, 10-11;Schnelligkeit;23.06.2025;Bronze;0.1
Wagner;Lara;f;01.01.2011;Hochsprung, 10-11;Koordination;15.02.2025;Bronze;0.73
Richter;Ben;m;01.01.2008;Laufen, 10-11;Ausdauer;24.05.2025;Bronze;4.5
Wolf;Max;m;01.01.2009;Radfahren, 10-11;Ausdauer;21.01.2025;Bronze;60.85
Neumann;Tim;m;01.01.2008;Radfahren, 10-11;Schnelligkeit;15.07.2025;Bronze;0.36
Richter;Ben;m;01.01.2008;Weitsprung, 10-11;Koordination;21.01.2025;Bronze;3.29
Neumann;Tim;m;01.01.2008;Werfen, 10-11;Kraft;27.10.2025;Bronze;20.05
Becker;Lukas;m;01.01.2011;Radfahren, 10-11;Schnelligkeit;01.07.2025;Bronze;0.4
Richter;Ben;m;01.01.2008;Hochsprung, 10-11;Koordination;06.07.2025;Bronze;1.13
Neumann;Tim;m;01.01.2008;Schleuderball, 12-13;Koordination;16.01.2025;Bronze;31.52
Becker;Lukas;m;01.01.2011;Laufen, 10-11;Ausdauer;18.06.2025;Bronze;7.31
Krüger;Nina;f;01.01.2011;Hochsprung, 10-11;Koordination;10.04.2025;Bronze;1.1
Schulz;Marie;f;01.01.2012;Schwimmen, 10-11;Ausdauer;27.09.2025;Bronze;6.37
Wagner;Lara;f;01.01.2011;Radfahren, 10-11;Ausdauer;19.10.2025;Bronze;54.31
Klein;Noah;m;01.01.2008;Schwimmen, 10-11;Schnelligkeit;06.01.2025;Bronze;0.46
Koch;Emma;f;01.01.2010;Standweitsprung, 10-11;Kraft;12.03.2025;Bronze;1.3
Hoffmann;Paul;m;01.01.2008;Weitsprung, 10-11;Koordination;20.02.2025;Bronze;2.63
Müller;Lena;f;01.01.2010;Standweitsprung, 10-11;Kraft;21.08.2025;Bronze;1.13
Klein;Alex;m;01.01.2011;Werfen, 10-11;Kraft;09.06.2025;Bronze;19.19
Müller;Lena;f;01.01.2010;Standweitsprung, 10-11;Kraft;22.03.2025;Bronze;1.69
Meier;Jonas;m;01.01.2010;Schleuderball, 12-13;Koordination;24.02.2025;Bronze;23.09
Hoffmann;Paul;m;01.01.2008;Schwimmen, 10-11;Ausdauer;12.09.2025;Bronze;8.5
Hartmann;Anna;f;01.01.2009;Schwimmen, 10-11;Ausdauer;29.04.2025;Bronze;10.41
Wolf;Max;m;01.01.2009;Laufen, 10-11;Ausdauer;12.07.2025;Bronze;6.77
Klein;Alex;m;01.01.2011;Drehwurf, 10-11;Koordination;06.08.2025;Bronze;29.83
Bauer;Sophie;f;01.01.2008;Radfahren, 10-11;Schnelligkeit;10.07.2025;Bronze;0.34
Wolf;Max;m;01.01.2009;Laufen, 10-11;Ausdauer;28.06.2025;Bronze;4.38
Richter;Ben;m;01.01.2008;Weitsprung, 10-11;Koordination;09.04.2025;Bronze;2.22
Richter;Ben;m;01.01.2008;Radfahren, 10-11;Schnelligkeit;07.04.2025;Bronze;0.3
Meier;Jonas;m;01.01.2010;Standweitsprung, 10-11;Kraft;26.06.2025;Bronze;1.73
Klein;Alex;m;01.01.2011;Schleuderball, 12-13;Koordination;09.05.2025;Bronze;30.69
Wagner;Lara;f;01.01.2011;Hochsprung, 10-11;Koordination;06.10.2025;Bronze;1.05
Hartmann;Anna;f;01.01.2009;Schwimmen, 10-11;Ausdauer;21.01.2025;Bronze;8.83
Schneider;Lilly;f;01.01.2012;Standweitsprung, 10-11;Kraft;27.03.2025;Bronze;1.2
Hartmann;Anna;f;01.01.2009;Schleuderball, 12-13;Koordination;15.07.2025;Bronze;19.78
Wolf;Max;m;01.01.2009;Weitsprung, 10-11;Koordination;26.03.2025;Bronze;2.32
Meier;Jonas;m;01.01.2010;Schwimmen, 10-11;Ausdauer;19.05.2025;Bronze;7.27
Werner;Clara;f;01.01.2011;Laufen, 10-11;Schnelligkeit;28.02.2025;Bronze;0.1
Wagner;Lara;f;01.01.2011;Laufen, 10-11;Schnelligkeit;03.05.2025;Bronze;0.14
Schneider;Lilly;f;01.01.2012;Laufen, 10-11;Ausdauer;03.06.2025;Bronze;6.39
Richter;Ben;m;01.01.2008;Schwimmen, 10-11;Ausdauer;27.05.2025;Bronze;5.97
Klein;Alex;m;01.01.2011;Werfen, 10-11;Kraft;27.03.2025;Bronze;21.73
Zimmermann;Leon;m;01.01.2010;Weitsprung, 10-11;Koordination;07.09.2025;Bronze;2.48
Müller;Lena;f;01.01.2010;Radfahren, 10-11;Schnelligkeit;17.08.2025;Bronze;0.36
Wolf;Max;m;01.01.2009;Schwimmen, 10-11;Schnelligkeit;19.02.2025;Bronze;0.47
Schmidt;Tom;m;01.01.2009;Weitsprung, 10-11;Koordination;13.05.2025;Bronze;3.36
Schmidt;Tom;m;01.01.2009;Laufen, 10-11;Schnelligkeit;28.01.2025;Bronze;0.09
Schmidt;Tom;m;01.01.2009;Schwimmen, 10-11;Ausdauer;13.04.2025;Bronze;7.19
Wagner;Lara;f;01.01.2011;Werfen, 10-11;Kraft;26.10.2025;Bronze;20.69
Zimmermann;Leon;m;01.01.2010;Werfen, 10-11;Kraft;29.09.2025;Bronze;18.49
Schneider;Lilly;f;01.01.2012;Werfen, 10-11;Kraft;23.08.2025;Bronze;14.12
Schäfer;Luis;m;01.01.2009;Weitsprung, 10-11;Koordination;23.09.2025;Bronze;3.63
Schulz;Marie;f;01.01.2012;Laufen, 10-11;Ausdauer;10.07.2025;Bronze;6.64
Hartmann;Anna;f;01.01.2009;Drehwurf, 10-11;Koordination;03.03.2025;Bronze;30.27
Wagner;Lara;f;01.01.2011;Hochsprung, 10-11;Koordination;14.04.2025;Bronze;0.98
Schmidt;Tom;m;01.01.2009;Weitsprung, 10-11;Koordination;24.08.2025;Bronze;3.4
Krüger;Nina;f;01.01.2011;Weitsprung, 10-11;Koordination;22.01.2025;Bronze;2.1
Klein;Alex;m;01.01.2011;Schleuderball, 12-13;Koordination;02.03.2025;Bronze;19.29
Klein;Alex;m;01.01.2011;Schleuderball, 12-13;Koordination;13.02.2025;Bronze;28.66
Schmidt;Tom;m;01.01.2009;Schwimmen, 10-11;Schnelligkeit;27.06.2025;Bronze;0.39
Klein;Alex;m;01.01.2011;Schwimmen, 10-11;Schnelligkeit;01.10.2025;Bronze;0.51
Schneider;Lilly;f;01.01.2012;Schwimmen, 10-11;Ausdauer;23.05.2025;Bronze;9.6
Klein;Noah;m;01.01.2008;Laufen, 10-11;Schnelligkeit;19.08.2025;Bronze;0.13
Krüger;Nina;f;01.01.2011;Radfahren, 10-11;Schnelligkeit;17.01.2025;Bronze;0.48
Klein;Alex;m;01.01.2011;Schwimmen, 10-11;Ausdauer;21.09.2025;Bronze;9.87
Schneider;Lilly;f;01.01.2012;Laufen, 10-11;Schnelligkeit;12.10.2025;Bronze;0.14
Klein;Noah;m;01.01.2008;Schwimmen, 10-11;Ausdauer;03.10.2025;Bronze;6.5
Schäfer;Luis;m;01.01.2009;Schwimmen, 10-11;Schnelligkeit;10.01.2025;Bronze;0.54
Klein;Alex;m;01.01.2011;Schwimmen, 10-11;Ausdauer;09.03.2025;Bronze;6.11
Müller;Lena;f;01.01.2010;Standweitsprung, 10-11;Kraft;07.08.2025;Bronze;1.29
Wagner;Lara;f;01.01.2011;Schleuderball, 12-13;Koordination;27.01.2025;Bronze;23.42
Fischer;Emily;f;01.01.2010;Werfen, 10-11;Kraft;12.09.2025;Bronze;17.87
Krüger;Nina;f;01.01.2011;Weitsprung, 10-11;Koordination;25.10.2025;Bronze;2.08
Bauer;Sophie;f;01.01.2008;Schwimmen, 10-11;Schnelligkeit;20.01.2025;Bronze;0.34
Bauer;Sophie;f;01.01.2008;Laufen, 10-11;Ausdauer;21.05.2025;Bronze;4.69
Müller;Lena;f;01.01.2010;Schleuderball, 12-13;Koordination;24.09.2025;Bronze;15.71
Wagner;Lara;f;01.01.2011;Schwimmen, 10-11;Ausdauer;18.05.2025;Bronze;7.2
Schäfer;Luis;m;01.01.2009;Weitsprung, 10-11;Koordination;04.01.2025;Bronze;2.65
Hoffmann;Paul;m;01.01.2008;Drehwurf, 10-11;Koordination;05.07.2025;Bronze;42.49
Wagner;Lara;f;01.01.2011;Drehwurf, 10-11;Koordination;05.09.2025;Bronze;33.96
Wolf;Max;m;01.01.2009;Drehwurf, 10-11;Koordination;03.10.2025;Bronze;46.01
Koch;Emma;f;01.01.2010;Standweitsprung, 10-11;Kraft;12.08.2025;Bronze;1.59
Klein;Alex;m;01.01.2011;Laufen, 10-11;Schnelligkeit;26.03.2025;Bronze;0.09
Bauer;Sophie;f;01.01.2008;Standweitsprung, 10-11;Kraft;07.09.2025;Bronze;1.17
Hoffmann;Paul;m;01.01.2008;Laufen, 10-11;Ausdauer;05.09.2025;Bronze;4.9
Schulz;Marie;f;01.01.2012;Laufen, 10-11;Ausdauer;06.05.2025;Bronze;5.42
Zimmermann;Leon;m;01.01.2010;Schwimmen, 10-11;Schnelligkeit;29.07.2025;Bronze;0.39
Hartmann;Anna;f;01.01.2009;Standweitsprung, 10-11;Kraft;05.10.2025;Bronze;1.12
Krüger;Nina;f;01.01.2011;Schwimmen, 10-11;Schnelligkeit;07.06.2025;Bronze;0.38
Schulz;Marie;f;01.01.2012;Standweitsprung, 10-11;Kraft;13.02.2025;Bronze;1.85
Schäfer;Luis;m;01.01.2009;Schwimmen, 10-11;Ausdauer;21.09.2025;Bronze;7.21
Neumann;Tim;m;01.01.2008;Schwimmen, 10-11;Schnelligkeit;03.01.2025;Bronze;0.42
Müller;Lena;f;01.01.2010;Laufen, 10-11;Ausdauer;20.01.2025;Bronze;7.08
Schneider;Lilly;f;01.01.2012;Werfen, 10-11;Kraft;05.09.2025;Bronze;13.02
Meier;Jonas;m;01.01.2010;Schwimmen, 10-11;Ausdauer;08.09.2025;Bronze;6.76
Richter;Ben;m;01.01.2008;Drehwurf, 10-11;Koordination;05.02.2025;Bronze;46.02
Schneider;Lilly;f;01.01.2012;Laufen, 10-11;Schnelligkeit;03.03.2025;Bronze;0.1
Schneider;Lilly;f;01.01.2012;Drehwurf, 10-11;Koordination;14.10.2025;Bronze;28.24
Koch;Emma;f;01.01.2010;Standweitsprung, 10-11;Kraft;13.04.2025;Bronze;1.17
Becker;Lukas;m;01.01.2011;Schwimmen, 10-11;Ausdauer;23.06.2025;Bronze;9.94
Hoffmann;Paul;m;01.01.2008;Laufen, 10-11;Ausdauer;10.08.2025;Bronze;6.0
